GEO_ID,GEO_ID_TRIMMED,Geographic_Area_Name,Estimate_B27015_001E,Margin of Error Total B27015_001M,"Under $25,000_B27015_002E","Under $25,000_B27015_002M","Under $25,000_B27015_003E_With health insurance coverage","Under $25,000_CoverageRate_With health insurance ",Margin of Error_B27015_003M_With health insurance coverage,"Under $25,000_B27015_004E_With health insurance coverage_With private health insurance","Under $25,000_B27015_004M_With health insurance coverage_With private health insurance","Under $25,000_B27015_005E_With health insurance coverage_With private health insurance","Under $25,000_B27015_005M_With health insurance coverage_With public coverage","Under $25,000_B27015_006E_No health insurance coverage","Under $25,000_B27015_006M_No health insurance coverage","$25,000 to $49,999_B27015_007E","$25,000 to $49,999_B27015_007M","$25,000 to $49,999_B27015_008E_With health insurance coverage","25,000 to $49,999_B27015_008M_With health insurance coverage","$25,000 to $49,999_B27015_009E_With health insurance coverage_With private health insurance","$25,000 to $49,999_B27015_009M_With health insurance coverage_With private health insurance","$25,000 to $49,999_B27015_010E_With health insurance coverage_With public coverage","$25,000 to $49,999_B27015_010M_With health insurance coverage_With public coverage","$25,000 to $49,999_B27015_011E_No health insurance coverage","$25,000 to $49,999_B27015_011M_No health insurance coverage","$50,000 to $74,999_B27015_012E","$50,000 to $74,999_B27015_012M","$50,000 to $74,999_B27015_013E_With health insurance coverage","$50,000 to $74,999_B27015_013M_With health insurance coverage","$50,000 to $74,999_B27015_014E_With health insurance coverage_With private health insurance","$50,000 to $74,999_B27015_014M_With health insurance coverage_With private health insurance","$50,000 to $74,999_B27015_015E_With health insurance coverage_With public coverage","$50,000 to $74,999_B27015_015M_With health insurance coverage_With public coverage","$50,000 to $74,999_B27015_016E_No health insurance coverage","$50,000 to $74,999_B27015_016M_No health insurance coverage"
1400000US42095016700,42095016700,"Census Tract 167, Northampton County, Pennsylvania",6084,203,455,420,291,0.63956044,212,110,109,216,135,164,225,420,167,403,161,245,131,291,121,17,27,974,302,914,288,739,257,251,116,60,41
1400000US42095016800,42095016800,"Census Tract 168, Northampton County, Pennsylvania",5662,62,453,179,439,0.969094923,176,329,168,301,116,14,22,1411,528,1285,453,820,287,818,452,126,118,1234,407,1203,407,1064,386,256,97,31,38
1400000US42095016901,42095016901,"Census Tract 169.01, Northampton County, Pennsylvania",3210,170,105,62,105,1,62,105,62,86,54,0,10,35,34,22,27,22,27,10,16,13,20,366,143,366,143,295,129,170,71,0,10
1400000US42095016902,42095016902,"Census Tract 169.02, Northampton County, Pennsylvania",3044,172,279,155,246,0.88172043,147,191,140,134,61,33,33,209,69,209,69,154,66,103,41,0,10,289,120,289,120,223,92,150,88,0,10
1400000US42095017000,42095017000,"Census Tract 170, Northampton County, Pennsylvania",2077,180,82,42,75,0.914634146,37,36,25,72,37,7,8,446,104,380,87,206,62,254,80,66,40,269,76,269,76,214,66,97,43,0,10
1400000US42095017101,42095017101,"Census Tract 171.01, Northampton County, Pennsylvania",6369,282,284,168,284,1,168,172,153,244,163,0,15,537,289,537,289,420,291,366,190,0,15,975,391,959,383,797,339,357,190,16,25
1400000US42095017102,42095017102,"Census Tract 171.02, Northampton County, Pennsylvania",9083,281,303,122,303,1,122,221,101,237,100,0,15,920,374,853,344,582,240,532,242,67,106,1445,385,1385,379,1008,292,927,325,60,64
1400000US42095017200,42095017200,"Census Tract 172, Northampton County, Pennsylvania",6289,235,550,290,395,0.718181818,215,179,140,308,171,155,154,1167,459,1087,422,615,289,727,340,80,87,1280,486,1204,461,797,364,538,288,76,80
1400000US42095017300,42095017300,"Census Tract 173, Northampton County, Pennsylvania",2769,191,326,129,289,0.886503067,121,77,61,248,109,37,29,353,149,285,108,209,87,194,78,68,59,700,199,633,183,570,175,142,60,67,52
1400000US42095017401,42095017401,"Census Tract 174.01, Northampton County, Pennsylvania",7954,335,397,211,340,0.856423174,174,223,122,291,153,57,68,788,287,788,287,560,213,519,215,0,15,1106,458,1106,458,1028,452,622,309,0,15
1400000US42095017402,42095017402,"Census Tract 174.02, Northampton County, Pennsylvania",3933,207,86,48,86,1,48,57,39,86,48,0,10,412,153,407,152,323,140,251,100,5,8,832,243,829,242,687,208,297,117,3,7
1400000US42095017501,42095017501,"Census Tract 175.01, Northampton County, Pennsylvania",3795,207,198,100,176,0.888888889,90,79,52,148,78,22,24,942,252,942,252,779,223,387,148,0,10,452,145,452,145,398,142,252,92,0,10
1400000US42095017502,42095017502,"Census Tract 175.02, Northampton County, Pennsylvania",5440,318,186,75,186,1,75,97,46,178,74,0,15,609,211,602,212,498,203,300,101,7,14,875,289,856,280,702,253,359,165,19,30
1400000US42095017603,42095017603,"Census Tract 176.03, Northampton County, Pennsylvania",3716,282,369,161,369,1,161,124,53,329,160,0,10,883,274,838,271,550,188,478,183,45,36,587,192,579,191,501,183,194,105,8,12
1400000US42095017604,42095017604,"Census Tract 176.04, Northampton County, Pennsylvania",4439,219,257,128,165,0.642023346,65,90,55,136,58,92,106,732,242,705,226,413,178,451,174,27,34,595,213,595,213,487,173,222,145,0,10
1400000US42095017605,42095017605,"Census Tract 176.05, Northampton County, Pennsylvania",3722,291,353,249,353,1,249,190,113,259,224,0,10,387,169,387,169,297,122,318,154,0,10,682,249,682,249,611,239,249,111,0,10
1400000US42095017606,42095017606,"Census Tract 176.06, Northampton County, Pennsylvania",4725,304,78,53,78,1,53,65,41,78,53,0,10,413,139,413,139,211,85,342,132,0,10,795,298,733,234,647,228,421,170,62,80
1400000US42095017607,42095017607,"Census Tract 176.07, Northampton County, Pennsylvania",6484,289,137,95,119,0.868613139,80,119,80,100,72,18,29,587,269,562,251,408,199,377,162,25,42,890,331,871,327,782,327,367,139,19,31
1400000US42095017702,42095017702,"Census Tract 177.02, Northampton County, Pennsylvania",2373,134,76,46,76,1,46,34,24,66,43,0,10,256,105,251,104,95,41,203,99,5,7,293,99,276,90,214,82,111,43,17,23
1400000US42095017703,42095017703,"Census Tract 177.03, Northampton County, Pennsylvania",2918,206,122,58,122,1,58,85,52,112,56,0,10,213,94,201,90,164,83,164,80,12,19,349,136,332,126,209,105,200,91,17,25
1400000US42095017704,42095017704,"Census Tract 177.04, Northampton County, Pennsylvania",6193,196,403,212,378,0.937965261,205,329,202,213,124,25,30,673,184,599,173,354,133,535,163,74,71,612,238,591,217,436,153,349,171,21,32
1400000US42095017800,42095017800,"Census Tract 178, Northampton County, Pennsylvania",2590,35,286,140,286,1,140,127,66,243,133,0,10,582,157,553,148,264,91,333,149,29,32,521,199,479,178,356,129,162,123,42,38
1400000US42095017901,42095017901,"Census Tract 179.01, Northampton County, Pennsylvania",3457,156,401,152,387,0.965087282,152,170,102,300,135,14,16,468,163,451,163,321,104,313,144,17,23,767,241,640,210,467,156,288,116,127,93
1400000US42095017902,42095017902,"Census Tract 179.02, Northampton County, Pennsylvania",2301,156,139,47,133,0.956834532,47,63,28,118,47,6,10,384,158,349,154,200,127,218,96,35,33,453,115,403,104,313,84,175,74,50,28
1400000US42095018001,42095018001,"Census Tract 180.01, Northampton County, Pennsylvania",4073,183,335,176,317,0.946268657,177,126,72,274,177,18,16,420,102,420,102,324,89,341,87,0,10,524,190,517,190,445,179,225,87,7,12
1400000US42095018002,42095018002,"Census Tract 180.02, Northampton County, Pennsylvania",6636,182,539,325,526,0.975881262,325,271,127,459,321,13,22,835,256,835,256,612,170,464,197,0,15,744,251,744,251,644,239,305,137,0,15
1400000US42095018100,42095018100,"Census Tract 181, Northampton County, Pennsylvania",6534,144,419,191,370,0.883054893,139,144,73,327,128,49,73,977,435,967,434,712,412,520,188,10,13,1135,442,1123,442,1072,432,404,178,12,19
1400000US42095018200,42095018200,"Census Tract 182, Northampton County, Pennsylvania",3659,199,351,218,324,0.923076923,218,134,95,248,202,27,43,564,199,525,194,257,106,365,176,39,39,1040,332,997,301,707,239,602,247,43,52
1400000US42095018300,42095018300,"Census Tract 183, Northampton County, Pennsylvania",4785,246,350,106,307,0.877142857,97,160,74,271,91,43,54,848,291,675,218,467,173,386,119,173,101,1005,300,919,256,782,226,210,96,86,105
1400000US42097080100,42097080100,"Census Tract 801, Northumberland County, Pennsylvania",4109,176,399,100,396,0.992481203,100,167,40,341,94,3,4,816,117,730,106,485,81,459,85,86,43,839,143,801,138,699,138,276,60,38,25
1400000US42097080200,42097080200,"Census Tract 802, Northumberland County, Pennsylvania",6920,264,648,197,609,0.939814815,193,357,129,481,153,39,35,1918,410,1836,368,1195,242,1254,335,82,84,1545,374,1470,371,1268,342,503,166,75,46
1400000US42097080300,42097080300,"Census Tract 803, Northumberland County, Pennsylvania",6648,194,1127,413,1030,0.91393079,414,306,196,1011,411,97,51,1464,384,1331,360,977,320,712,212,133,94,1885,571,1810,570,1696,560,303,141,75,56
1400000US42097080400,42097080400,"Census Tract 804, Northumberland County, Pennsylvania",3290,184,367,131,332,0.904632153,126,139,72,261,98,35,36,898,215,850,213,604,187,576,163,48,45,543,172,493,152,412,118,182,67,50,60
1400000US42097080500,42097080500,"Census Tract 805, Northumberland County, Pennsylvania",3466,111,363,220,356,0.980716253,220,215,164,294,154,7,12,816,282,792,272,576,211,504,249,24,27,552,245,515,225,389,183,223,118,37,48
1400000US42097080600,42097080600,"Census Tract 806, Northumberland County, Pennsylvania",3623,22,371,119,359,0.967654987,117,198,85,286,112,12,18,946,284,923,284,530,151,602,220,23,36,701,192,683,185,543,164,278,139,18,25
1400000US42097080700,42097080700,"Census Tract 807, Northumberland County, Pennsylvania",3392,218,265,96,259,0.977358491,96,170,76,181,74,6,9,667,186,629,173,296,95,468,167,38,33,472,109,454,107,409,109,171,54,18,22
1400000US42097080800,42097080800,"Census Tract 808, Northumberland County, Pennsylvania",7204,286,638,186,623,0.976489028,179,311,94,486,165,15,26,1086,325,1026,319,691,203,695,288,60,42,1626,351,1588,356,1492,355,289,128,38,44
1400000US42097080900,42097080900,"Census Tract 809, Northumberland County, Pennsylvania",3560,201,672,254,672,1,254,156,73,641,253,0,10,637,194,614,189,394,122,431,142,23,24,861,268,861,268,696,254,389,143,0,10
1400000US42097081000,42097081000,"Census Tract 810, Northumberland County, Pennsylvania",2824,265,889,206,788,0.886389201,212,268,114,703,202,101,74,789,261,750,255,476,152,502,237,39,42,613,240,591,227,368,130,276,129,22,27
1400000US42097081100,42097081100,"Census Tract 811, Northumberland County, Pennsylvania",2838,265,611,171,601,0.983633388,171,260,110,517,149,10,17,744,320,695,313,376,208,426,204,49,50,492,292,358,178,326,169,111,71,134,134
1400000US42097081200,42097081200,"Census Tract 812, Northumberland County, Pennsylvania",2830,226,473,151,449,0.949260042,138,196,83,401,132,24,37,982,246,896,234,471,145,590,189,86,75,450,190,442,183,338,143,244,134,8,14
1400000US42097081300,42097081300,"Census Tract 813, Northumberland County, Pennsylvania",2564,264,1130,349,1003,0.887610619,336,280,144,924,335,127,92,552,215,531,216,335,153,312,158,21,23,413,204,393,201,319,175,222,131,20,33
1400000US42097081400,42097081400,"Census Tract 814, Northumberland County, Pennsylvania",1944,136,355,128,344,0.969014085,123,112,43,316,122,11,17,550,151,536,149,352,80,302,125,14,13,446,158,421,162,345,147,116,51,25,31
1400000US42097081500,42097081500,"Census Tract 815, Northumberland County, Pennsylvania",2008,360,894,337,841,0.940715884,340,179,80,788,322,53,50,375,186,360,179,271,161,182,119,15,24,381,205,331,174,240,152,169,119,50,60
1400000US42097081600,42097081600,"Census Tract 816, Northumberland County, Pennsylvania",2685,364,1091,403,1072,0.982584785,402,244,132,1010,384,19,23,601,244,588,242,294,129,335,206,13,23,615,306,567,271,444,235,175,180,48,73
1400000US42097081700,42097081700,"Census Tract 817, Northumberland County, Pennsylvania",2333,347,804,318,783,0.973880597,318,183,124,665,290,21,24,605,223,598,221,383,135,430,190,7,13,479,293,478,292,410,251,120,93,1,8
1400000US42097081800,42097081800,"Census Tract 818, Northumberland County, Pennsylvania",3153,220,508,122,452,0.88976378,120,249,99,311,64,56,28,582,128,554,122,437,111,292,69,28,21,937,196,879,185,711,139,282,93,58,52
1400000US42097081900,42097081900,"Census Tract 819, Northumberland County, Pennsylvania",5514,201,463,83,430,0.928725702,82,194,52,366,76,33,23,939,192,896,187,693,178,447,98,43,30,1078,182,1058,179,864,152,446,98,20,12
1400000US42097082000,42097082000,"Census Tract 820, Northumberland County, Pennsylvania",3194,263,734,189,662,0.901907357,173,233,116,556,162,72,66,893,205,870,193,594,141,423,130,23,28,732,252,732,252,638,244,194,104,0,10
1400000US42097082100,42097082100,"Census Tract 821, Northumberland County, Pennsylvania",2368,243,621,165,586,0.943639291,148,141,68,569,147,35,40,685,185,674,185,474,138,359,123,11,12,367,178,360,175,267,128,129,87,7,11
1400000US42097082200,42097082200,"Census Tract 822, Northumberland County, Pennsylvania",3433,286,794,212,732,0.921914358,191,285,170,520,151,62,55,1097,313,1097,313,762,262,603,210,0,10,803,352,798,350,594,285,281,187,5,10
1400000US42097082300,42097082300,"Census Tract 823, Northumberland County, Pennsylvania",4852,153,516,82,463,0.897286822,80,271,56,340,66,53,33,1075,113,915,95,675,87,568,66,160,53,1019,133,829,105,724,97,248,46,190,98
1400000US42097082400,42097082400,"Census Tract 824, Northumberland County, Pennsylvania",2786,22,587,231,553,0.942078365,225,229,112,494,227,34,29,500,144,500,144,380,111,348,123,0,10,414,166,414,166,350,156,197,86,0,10
1400000US42099030100,42099030100,"Census Tract 301, Perry County, Pennsylvania",5040,224,637,204,507,0.795918367,126,227,52,439,110,130,113,678,134,627,107,403,92,399,84,51,45,981,171,856,160,717,145,438,115,125,57
1400000US42099030201,42099030201,"Census Tract 302.01, Perry County, Pennsylvania",2589,131,297,120,282,0.949494949,120,97,33,239,120,15,14,540,109,488,102,281,63,340,79,52,24,493,110,463,105,391,94,137,39,30,24
1400000US42099030202,42099030202,"Census Tract 302.02, Perry County, Pennsylvania",4700,232,628,129,583,0.928343949,123,329,73,475,106,45,34,962,203,902,195,630,134,512,155,60,49,1112,219,1034,210,810,172,502,138,78,47
1400000US42099030301,42099030301,"Census Tract 303.01, Perry County, Pennsylvania",4575,178,496,123,444,0.89516129,118,190,66,387,107,52,36,709,165,605,145,460,133,358,126,104,90,1241,260,1126,235,893,216,473,136,115,61
1400000US42099030302,42099030302,"Census Tract 303.02, Perry County, Pennsylvania",4776,162,418,160,414,0.990430622,161,145,67,377,158,4,6,798,226,711,203,495,143,436,154,87,63,717,171,698,170,506,134,322,102,19,17
1400000US42099030400,42099030400,"Census Tract 304, Perry County, Pennsylvania",4817,195,420,106,420,1,106,184,82,352,93,0,10,667,146,657,144,501,118,444,99,10,15,1185,202,1149,200,989,188,374,120,36,37
1400000US42099030501,42099030501,"Census Tract 305.01, Perry County, Pennsylvania",5289,15,438,235,396,0.904109589,224,135,111,316,198,42,48,1248,352,1231,346,855,217,716,307,17,27,973,393,921,382,641,266,445,241,52,84
1400000US42099030502,42099030502,"Census Tract 305.02, Perry County, Pennsylvania",5880,255,526,117,465,0.884030418,110,170,55,387,106,61,46,918,185,796,169,572,135,445,111,122,66,1482,237,1340,235,1021,188,551,130,142,67
1400000US42099030601,42099030601,"Census Tract 306.01, Perry County, Pennsylvania",4526,236,353,108,282,0.798866856,78,213,72,229,68,71,59,992,179,757,147,486,105,544,110,235,135,1017,277,781,241,659,192,245,137,236,146
1400000US42099030602,42099030602,"Census Tract 306.02, Perry County, Pennsylvania",3224,152,313,74,198,0.632587859,44,99,34,143,33,115,63,761,126,609,100,455,87,324,58,152,79,732,104,518,97,453,91,142,30,214,65
1400000US42101000100,42101000100,"Census Tract 1, Philadelphia County, Pennsylvania",4073,391,227,124,199,0.876651982,118,157,117,98,58,28,45,406,222,268,135,245,127,23,35,138,174,587,191,560,188,509,177,135,82,27,31
1400000US42101000200,42101000200,"Census Tract 2, Philadelphia County, Pennsylvania",2657,431,657,269,628,0.95585997,271,399,224,280,118,29,28,543,242,387,148,161,87,263,136,156,125,289,229,289,229,225,163,73,96,0,10
1400000US42101000300,42101000300,"Census Tract 3, Philadelphia County, Pennsylvania",3091,252,334,87,319,0.95508982,89,154,53,191,69,15,14,275,106,260,99,212,92,142,67,15,23,436,166,423,162,326,127,107,97,13,21
1400000US42101000401,42101000401,"Census Tract 4.01, Philadelphia County, Pennsylvania",2464,254,560,176,531,0.948214286,173,363,155,294,96,29,46,218,90,218,90,198,86,51,40,0,10,458,219,440,217,429,213,21,24,18,28
1400000US42101000402,42101000402,"Census Tract 4.02, Philadelphia County, Pennsylvania",4097,393,572,183,572,1,183,456,166,383,136,0,10,696,218,680,214,562,185,372,143,16,26,445,187,428,191,357,146,273,164,17,26
1400000US42101000500,42101000500,"Census Tract 5, Philadelphia County, Pennsylvania",1354,150,384,92,363,0.9453125,90,230,72,167,56,21,16,341,118,315,109,207,72,140,90,26,22,131,41,131,41,131,41,0,10,0,10
1400000US42101000600,42101000600,"Census Tract 6, Philadelphia County, Pennsylvania",1194,180,139,58,139,1,58,113,52,34,28,0,10,104,53,97,52,97,52,14,15,7,11,202,125,202,125,202,125,0,10,0,10
1400000US42101000700,42101000700,"Census Tract 7, Philadelphia County, Pennsylvania",3720,335,621,244,621,1,244,540,244,144,77,0,10,601,189,557,180,483,170,183,79,44,71,501,216,474,210,393,194,100,64,27,45
1400000US42101000801,42101000801,"Census Tract 8.01, Philadelphia County, Pennsylvania",1514,186,116,54,109,0.939655172,54,98,50,21,24,7,11,176,114,168,116,168,116,0,10,8,13,193,116,193,116,193,116,0,10,0,10
1400000US42101000803,42101000803,"Census Tract 8.03, Philadelphia County, Pennsylvania",2769,332,232,107,174,0.75,100,134,91,63,57,58,55,671,226,671,226,632,218,152,130,0,10,386,154,386,154,386,154,92,87,0,10
1400000US42101000804,42101000804,"Census Tract 8.04, Philadelphia County, Pennsylvania",4899,454,490,187,458,0.934693878,155,389,151,121,64,32,53,205,105,205,105,191,104,14,23,0,10,684,198,684,198,684,198,204,117,0,10
1400000US42101000901,42101000901,"Census Tract 9.01, Philadelphia County, Pennsylvania",2056,216,602,195,568,0.943521595,186,464,177,165,83,34,32,325,112,306,106,252,98,70,45,19,16,347,120,347,120,347,120,28,45,0,10
1400000US42101000902,42101000902,"Census Tract 9.02, Philadelphia County, Pennsylvania",2218,243,525,108,513,0.977142857,105,139,70,464,106,12,19,115,68,115,68,106,67,31,36,0,10,385,195,349,184,275,163,96,78,36,40
1400000US42101001001,42101001001,"Census Tract 10.01, Philadelphia County, Pennsylvania",2670,196,182,74,182,1,74,129,50,129,58,0,10,165,86,165,86,140,81,73,51,0,10,371,137,371,137,302,132,173,91,0,10
1400000US42101001002,42101001002,"Census Tract 10.02, Philadelphia County, Pennsylvania",3395,302,178,173,164,0.921348315,173,105,131,94,79,14,22,283,152,283,152,259,151,120,81,0,10,341,153,341,153,300,146,150,102,0,10
1400000US42101001101,42101001101,"Census Tract 11.01, Philadelphia County, Pennsylvania",3290,372,612,350,604,0.986928105,351,253,267,391,162,8,14,557,267,502,251,305,126,243,213,55,85,277,124,264,119,233,116,58,60,13,20
1400000US42101001102,42101001102,"Census Tract 11.02, Philadelphia County, Pennsylvania",2670,242,310,156,310,1,156,184,81,130,106,0,10,351,235,318,194,318,194,8,14,33,52,443,126,443,126,443,126,8,13,0,10
1400000US42101001201,42101001201,"Census Tract 12.01, Philadelphia County, Pennsylvania",4015,371,243,106,185,0.761316872,93,157,80,66,50,58,75,149,68,149,68,149,68,27,30,0,10,376,153,376,153,363,151,77,58,0,10
1400000US42101001202,42101001202,"Census Tract 12.02, Philadelphia County, Pennsylvania",4946,327,483,159,469,0.971014493,153,414,147,87,61,14,21,493,205,478,203,460,198,66,51,15,23,759,247,745,242,673,210,160,126,14,23
1400000US42101001300,42101001300,"Census Tract 13, Philadelphia County, Pennsylvania",6911,668,398,172,398,1,172,155,134,315,143,0,15,500,290,500,290,303,146,244,261,0,15,857,322,836,319,730,311,180,116,21,34
1400000US42101001400,42101001400,"Census Tract 14, Philadelphia County, Pennsylvania",4113,390,563,179,547,0.971580817,177,215,153,392,159,16,25,315,167,298,165,195,128,136,109,17,26,614,327,597,330,582,328,86,91,17,30
1400000US42101001500,42101001500,"Census Tract 15, Philadelphia County, Pennsylvania",3129,229,276,137,203,0.735507246,110,153,94,50,43,73,66,623,202,591,195,541,161,255,139,32,38,335,135,322,131,285,113,86,71,13,17
1400000US42101001600,42101001600,"Census Tract 16, Philadelphia County, Pennsylvania",2371,209,74,36,74,1,36,58,36,30,21,0,10,141,69,141,69,96,54,64,47,0,10,302,125,289,120,275,114,25,29,13,20
1400000US42101001700,42101001700,"Census Tract 17, Philadelphia County, Pennsylvania",3102,251,82,69,82,1,69,74,64,43,34,0,10,256,110,238,107,219,105,19,20,18,21,431,221,431,221,419,216,50,47,0,10
1400000US42101001800,42101001800,"Census Tract 18, Philadelphia County, Pennsylvania",3138,253,170,84,161,0.947058824,82,69,68,109,51,9,15,404,296,383,287,375,286,72,53,21,34,322,166,304,164,245,138,78,60,18,29
1400000US42101001900,42101001900,"Census Tract 19, Philadelphia County, Pennsylvania",4019,342,582,320,582,1,320,195,135,427,245,0,10,248,114,239,112,177,79,70,71,9,14,387,201,319,177,173,116,156,132,68,67
1400000US42101002000,42101002000,"Census Tract 20, Philadelphia County, Pennsylvania",1818,214,303,121,297,0.98019802,124,154,63,253,108,6,10,589,192,580,189,434,147,327,152,9,14,291,139,266,127,207,89,65,55,25,28
1400000US42101002100,42101002100,"Census Tract 21, Philadelphia County, Pennsylvania",2221,245,484,160,425,0.878099174,145,118,58,399,143,59,51,398,186,394,184,220,115,238,144,4,7,362,132,344,131,280,123,120,59,18,20
1400000US42101002200,42101002200,"Census Tract 22, Philadelphia County, Pennsylvania",2149,269,323,132,313,0.969040248,134,132,75,211,114,10,15,584,249,584,249,329,136,266,132,0,10,303,133,303,133,289,135,39,54,0,10
1400000US42101002300,42101002300,"Census Tract 23, Philadelphia County, Pennsylvania",2913,301,457,194,379,0.829321663,132,158,78,342,129,78,105,489,252,408,240,216,145,270,215,81,63,372,132,372,132,277,105,121,63,0,10
1400000US42101002400,42101002400,"Census Tract 24, Philadelphia County, Pennsylvania",4647,506,564,186,544,0.964539007,187,170,113,418,169,20,31,629,271,482,215,279,124,284,198,147,106,823,453,591,317,510,272,141,142,232,328
1400000US42101002500,42101002500,"Census Tract 25, Philadelphia County, Pennsylvania",4196,451,983,303,909,0.924720244,296,290,196,679,234,74,66,750,445,633,370,338,196,364,265,117,108,564,295,540,292,309,171,329,239,24,28
1400000US42101002701,42101002701,"Census Tract 27.01, Philadelphia County, Pennsylvania",4225,626,804,389,697,0.866915423,380,136,98,638,373,107,85,881,367,760,293,475,203,331,178,121,180,881,432,785,363,590,266,246,214,96,154
1400000US42101002702,42101002702,"Census Tract 27.02, Philadelphia County, Pennsylvania",4410,417,540,268,472,0.874074074,220,153,106,397,189,68,68,896,309,792,294,560,240,348,198,104,76,644,266,644,266,544,266,115,61,0,10
1400000US42101002801,42101002801,"Census Tract 28.01, Philadelphia County, Pennsylvania",4595,675,730,325,616,0.843835616,307,168,98,474,313,114,84,1116,628,1031,585,358,199,822,575,85,99,1197,556,1022,506,624,334,407,241,175,157
1400000US42101002802,42101002802,"Census Tract 28.02, Philadelphia County, Pennsylvania",5552,551,491,255,464,0.945010183,248,352,237,257,117,27,31,1581,649,1398,580,806,423,812,503,183,155,976,387,852,338,664,246,258,202,124,117
1400000US42101002900,42101002900,"Census Tract 29, Philadelphia County, Pennsylvania",3945,607,981,586,536,0.546381244,231,170,88,489,224,445,534,496,276,404,197,261,142,216,165,92,103,524,292,413,208,304,172,141,127,111,120
1400000US42101003001,42101003001,"Census Tract 30.01, Philadelphia County, Pennsylvania",3954,453,785,287,705,0.898089172,286,231,127,604,273,80,69,1094,298,934,266,591,196,445,196,160,117,731,306,582,192,487,186,115,88,149,191
1400000US42101003002,42101003002,"Census Tract 30.02, Philadelphia County, Pennsylvania",2820,349,806,251,757,0.939205955,242,122,71,698,226,49,38,417,189,389,181,276,151,169,102,28,35,386,212,380,212,322,171,107,106,6,9
1400000US42101003100,42101003100,"Census Tract 31, Philadelphia County, Pennsylvania",4419,477,1182,301,1082,0.915397631,284,375,189,871,209,100,70,1151,400,992,367,463,205,673,324,159,139,456,347,436,340,422,337,19,28,20,32
1400000US42101003200,42101003200,"Census Tract 32, Philadelphia County, Pennsylvania",4180,714,1397,627,997,0.713672155,372,283,158,916,356,400,415,914,420,816,411,381,223,533,333,98,81,759,371,603,254,445,203,211,159,156,204
1400000US42101003300,42101003300,"Census Tract 33, Philadelphia County, Pennsylvania",6134,833,1897,769,1582,0.833948339,633,476,245,1200,576,315,242,1335,463,1275,454,619,269,768,331,60,70,1591,730,1558,730,1000,522,751,440,33,36
1400000US42101003600,42101003600,"Census Tract 36, Philadelphia County, Pennsylvania",7142,1229,3354,1125,2950,0.87954681,1020,606,279,2578,907,404,232,1221,482,1068,408,759,318,607,309,153,130,1482,902,1439,886,757,316,702,774,43,52
1400000US42101003701,42101003701,"Census Tract 37.01, Philadelphia County, Pennsylvania",5850,891,1679,626,1454,0.865991662,575,219,152,1377,577,225,165,1469,726,1277,695,434,233,843,656,192,157,789,408,748,404,529,297,395,258,41,64
1400000US42101003702,42101003702,"Census Tract 37.02, Philadelphia County, Pennsylvania",4216,433,1041,378,900,0.864553314,357,299,126,706,350,141,87,1424,411,1214,356,640,309,713,256,210,122,443,244,422,236,314,178,167,122,21,32
1400000US42101003800,42101003800,"Census Tract 38, Philadelphia County, Pennsylvania",4010,358,359,147,318,0.885793872,139,153,77,253,130,41,51,841,273,782,245,459,170,538,168,59,62,764,274,764,274,643,224,258,137,0,10
1400000US42101003901,42101003901,"Census Tract 39.01, Philadelphia County, Pennsylvania",6157,666,1347,490,1199,0.890126206,490,307,160,1077,498,148,145,1296,428,1023,367,710,259,513,222,273,281,809,372,774,363,702,313,144,111,35,44
1400000US42101003902,42101003902,"Census Tract 39.02, Philadelphia County, Pennsylvania",5800,476,615,196,601,0.977235772,190,268,103,471,176,14,22,1039,496,1023,493,457,301,705,431,16,26,1548,524,1411,493,1211,428,434,212,137,111
1400000US42101004001,42101004001,"Census Tract 40.01, Philadelphia County, Pennsylvania",4156,366,1032,363,871,0.843992248,329,173,99,795,318,161,104,773,321,688,296,397,177,431,210,85,82,513,196,497,190,497,190,139,67,16,24
1400000US42101004002,42101004002,"Census Tract 40.02, Philadelphia County, Pennsylvania",4757,498,904,559,880,0.973451327,563,164,147,801,506,24,31,760,339,645,289,522,223,280,230,115,157,1101,380,972,315,715,249,412,180,129,138
1400000US42101004101,42101004101,"Census Tract 41.01, Philadelphia County, Pennsylvania",5610,878,1304,493,1077,0.825920245,434,98,138,1063,435,227,165,1625,604,1484,556,595,261,1116,521,141,109,524,337,483,317,288,183,219,211,41,68
1400000US42101004102,42101004102,"Census Tract 41.02, Philadelphia County, Pennsylvania",8671,845,2058,653,1793,0.871234208,566,228,128,1707,527,265,151,2379,796,2085,825,738,452,1417,618,294,271,2733,932,2494,866,1647,679,1277,579,239,188
1400000US42101004201,42101004201,"Census Tract 42.01, Philadelphia County, Pennsylvania",5326,501,967,351,932,0.963805584,349,259,215,882,351,35,55,1350,560,1267,545,726,348,753,448,83,89,784,437,759,437,709,435,243,184,25,32
1400000US42101004202,42101004202,"Census Tract 42.02, Philadelphia County, Pennsylvania",5447,547,895,384,831,0.92849162,380,156,96,737,364,64,47,1617,502,1442,510,598,412,994,318,175,113,809,439,676,330,476,239,269,159,133,231
1400000US42101005400,42101005400,"Census Tract 54, Philadelphia County, Pennsylvania",1568,186,352,156,311,0.883522727,136,107,51,241,131,41,36,301,150,301,150,198,119,163,94,0,10,323,144,323,144,287,138,59,40,0,10
